Fecha,Emisora,Serie,Precio
20171113,ACTIGOB,B-2,4.145071
20171113,ACTIMED,B-2,4.65295
20171113,ACTIREN,B-2,7.704441
20171113,ALTERNA,B-2,3.5078410000000004
20171116,ACTICOB,B-2,24.767115
20171116,ACTIGOB,B-2,4.146446
20171116,ACTIMED,B-2,4.6553830000000005
20171116,ACTIREN,B-2,7.706149000000001
20171116,ALTERNA,B-2,3.509269
20171129,ACTICOB,B-2,23.885825
20171129,ACTIGOB,B-2,4.155018
20171129,ACTIMED,B-2,4.664898
20171129,ACTIREN,B-2,7.711593
20171129,ALTERNA,B-2,3.5182889999999998
20171207,ACTICOB,B-2,24.262224
20171207,ACTIGOB,B-2,4.1583440000000005
20171207,ACTIMED,B-2,4.6706769999999995
20171207,ACTIREN,B-2,7.715876
20171207,ALTERNA,B-2,3.5213160000000006
20171228,ACTICOB,B-2,25.339153
20171228,ACTIGOB,B-2,4.169226999999999
20171228,ACTIMED,B-2,4.685447
20171228,ACTIREN,B-2,7.728126
20171228,ALTERNA,B-2,3.5276910000000004
20180123,ACTICOB,B-2,24.009995999999997
20180123,ACTIGOB,B-2,4.184972
20180123,ACTIMED,B-2,4.705342
20180123,ACTIREN,B-2,7.743389
20180123,ALTERNA,B-2,3.545647
20180125,ACTICOB,B-2,23.720418
20180125,ACTIGOB,B-2,4.186207
20180125,ACTIMED,B-2,4.707848
20180125,ACTIREN,B-2,7.747371
20180125,ALTERNA,B-2,3.547219
20180126,ACTICOB,B-2,23.821813
20180126,ACTIGOB,B-2,4.186905
20180126,ACTIMED,B-2,4.708558999999999
20180126,ACTIREN,B-2,7.746841000000001
20180126,ALTERNA,B-2,3.548078
20180129,ACTICOB,B-2,23.782409
20180129,ACTIGOB,B-2,4.188663
20180129,ACTIMED,B-2,4.710564
20180129,ACTIREN,B-2,7.748916
20180129,ALTERNA,B-2,3.548377
20180212,ACTICOB,B-2,24.066523999999998
20180212,ACTIGOB,B-2,4.196746
20180212,ACTIMED,B-2,4.7205699999999995
20180212,ACTIREN,B-2,7.757547
20180212,ALTERNA,B-2,3.556535
20180214,ACTICOB,B-2,23.890003
20180214,ACTIGOB,B-2,4.19797
20180214,ACTIMED,B-2,4.722263
20180214,ACTIREN,B-2,7.758961
20180214,ALTERNA,B-2,3.5575419999999998
20180215,ACTICOB,B-2,23.773914
20180215,ACTIGOB,B-2,4.1985269999999995
20180215,ACTIMED,B-2,4.723043
20180215,ACTIREN,B-2,7.759746000000001
20180215,ALTERNA,B-2,3.558729
20180223,ACTICOB,B-2,23.891668
20180223,ACTIGOB,B-2,4.203668
20180223,ACTIMED,B-2,4.730244
20180223,ACTIREN,B-2,7.764535
20180223,ALTERNA,B-2,3.565196
20180305,ACTICOB,B-2,24.157031
20180305,ACTIGOB,B-2,4.209903
20180305,ACTIMED,B-2,4.738047
20180305,ACTIREN,B-2,7.770872
20180305,ALTERNA,B-2,3.5718300000000003
20180529,ACTICOB,B-2,25.035997000000002
20180529,ACTIGOB,B-2,4.262576999999999
20180529,ACTIMED,B-2,4.807963
20180529,ACTIREN,B-2,7.823395
20180529,ALTERNA,B-2,3.622861
20180530,ACTICOB,B-2,25.385749
20180530,ACTIGOB,B-2,4.263185
20180530,ACTIMED,B-2,4.808546
20180530,ACTIREN,B-2,7.824016
20180530,ALTERNA,B-2,3.6231690000000003
20180531,ACTICOB,B-2,25.307763
20180531,ACTIGOB,B-2,4.26388
20180531,ACTIMED,B-2,4.809136
20180531,ACTIREN,B-2,7.824658
20180531,ALTERNA,B-2,3.623999
20180611,ACTICOB,B-2,25.99683
20180611,ACTIGOB,B-2,4.270697
20180611,ACTIMED,B-2,4.817632
20180611,ACTIREN,B-2,7.832569
20180611,ALTERNA,B-2,3.6298019999999998
20180615,ACTICOB,B-2,26.584065999999996
20180615,ACTIGOB,B-2,4.2727260000000005
20180615,ACTIMED,B-2,4.819761
20180615,ACTIREN,B-2,7.834751
20180615,ALTERNA,B-2,3.630733
20180723,ACTICOB,B-2,24.351619
20180723,ACTIGOB,B-2,4.298291000000001
20180723,ACTIMED,B-2,4.85506
20180723,ACTIREN,B-2,7.862132000000001
20180723,ALTERNA,B-2,3.665343
20161207,ACTICOB,B-2,26.085753
20161207,ACTIGOB,B-2,3.98504
20161207,ACTIMED,B-2,4.411983
20161207,ACTIREN,B-2,7.493747
20161207,ALTERNA,B-2,3.3452870000000003
20161208,ACTICOB,B-2,26.084038
20161208,ACTIGOB,B-2,3.98558
20161208,ACTIMED,B-2,4.412617
20161208,ACTIREN,B-2,7.4943
20161208,ALTERNA,B-2,3.345743
20161215,ACTICOB,B-2,26.047813
20161215,ACTIGOB,B-2,3.9881870000000004
20161215,ACTIMED,B-2,4.41769
20161215,ACTIREN,B-2,7.496872
20161215,ALTERNA,B-2,3.3481339999999995
20161219,ACTICOB,B-2,26.135026
20161219,ACTIGOB,B-2,3.989303
20161219,ACTIMED,B-2,4.419236
20161219,ACTIREN,B-2,7.497967999999999
20161219,ALTERNA,B-2,3.3490559999999996
20161230,ACTICOB,B-2,26.423959999999997
20161230,ACTIGOB,B-2,3.992985
20161230,ACTIMED,B-2,4.426029
20161230,ACTIREN,B-2,7.502658
20161230,ALTERNA,B-2,3.3541830000000004
20170113,ACTICOB,B-2,27.713893
20170113,ACTIGOB,B-2,3.9968769999999996
20170113,ACTIMED,B-2,4.4342440000000005
20170113,ACTIREN,B-2,7.509346000000001
20170113,ALTERNA,B-2,3.3595940000000004
20170201,ACTICOB,B-2,26.590882
20170201,ACTIGOB,B-2,4.00479
20170201,ACTIMED,B-2,4.443968
20170201,ACTIREN,B-2,7.5183919999999995
20170201,ALTERNA,B-2,3.3668760000000004
20170203,ACTICOB,B-2,26.292265999999998
20170203,ACTIGOB,B-2,4.005546
20170203,ACTIMED,B-2,4.445874
20170203,ACTIREN,B-2,7.519652000000001
20170203,ALTERNA,B-2,3.368203
20170210,ACTICOB,B-2,26.042132000000002
20170210,ACTIGOB,B-2,4.008923
20170210,ACTIMED,B-2,4.451071
20170210,ACTIREN,B-2,7.523197
20170210,ALTERNA,B-2,3.3720440000000003
20170227,ACTICOB,B-2,25.391716
20170227,ACTIGOB,B-2,4.016244
20170227,ACTIMED,B-2,4.461002
20170227,ACTIREN,B-2,7.532338
20170227,ALTERNA,B-2,3.3791629999999997
20170303,ACTICOB,B-2,25.478866
20170303,ACTIGOB,B-2,4.017652
20170303,ACTIMED,B-2,4.463578
20170303,ACTIREN,B-2,7.534700999999999
20170303,ALTERNA,B-2,3.381379
20170306,ACTICOB,B-2,24.974864
20170306,ACTIGOB,B-2,4.01896
20170306,ACTIMED,B-2,4.465314
20170306,ACTIREN,B-2,7.536656
20170306,ALTERNA,B-2,3.3822410000000005
20170405,ACTICOB,B-2,24.082963
20170405,ACTIGOB,B-2,4.032365
20170405,ACTIMED,B-2,4.485224
20170405,ACTIREN,B-2,7.5547320000000004
20170405,ALTERNA,B-2,3.396038
20170412,ACTICOB,B-2,24.007270000000002
20170412,ACTIGOB,B-2,4.035480000000001
20170412,ACTIMED,B-2,4.4898620000000005
20170412,ACTIREN,B-2,7.558717
20170412,ALTERNA,B-2,3.398917
20170420,ACTICOB,B-2,24.097109
20170420,ACTIGOB,B-2,4.039439
20170420,ACTIMED,B-2,4.49599
20170420,ACTIREN,B-2,7.564692
20170420,ALTERNA,B-2,3.403668
20170509,ACTICOB,B-2,24.51449
20170509,ACTIGOB,B-2,4.047243
20170509,ACTIMED,B-2,4.509531
20170509,ACTIREN,B-2,7.5755490000000005
20170509,ALTERNA,B-2,3.4114230000000005
20170511,ACTICOB,B-2,24.329522
20170511,ACTIGOB,B-2,4.047725
20170511,ACTIMED,B-2,4.510738
20170511,ACTIREN,B-2,7.576335
